id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
24899297,167067226,Magali,Charlottenburg-Wilm.,Barstraße,52.4822769165039,13.3181190490723,Entire home/apt,80,2,24,10,342
29098239,167067226,Magali,Pankow,Prenzlauer Berg Süd,52.5328941345215,13.4290647506714,Entire home/apt,80,2,0,10,33
8586752,21365233,Maija,Mitte,Brunnenstr. Süd,52.5284118652344,13.3925342559814,Entire home/apt,80,2,1,1,0
17824393,3477457,Malte,Neukölln,Schillerpromenade,52.4759140014648,13.4224643707275,Entire home/apt,80,3,7,1,35
17984821,118997717,Malte,Charlottenburg-Wilm.,Mierendorffplatz,52.5272216796875,13.3001699447632,Entire home/apt,80,5,4,1,0
26796198,201501524,Manfred,Treptow - Köpenick,Friedrichshagen,52.4472808837891,13.6090049743652,Entire home/apt,80,2,4,1,240
22515446,19289691,Manteo,Mitte,Tiergarten Süd,52.5074005126953,13.3724355697632,Entire home/apt,80,2,32,1,5
1624008,8635649,Marc,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5111961364746,13.4645729064941,Entire home/apt,80,1,67,1,299
29751305,223815948,Marcel,Mitte,Brunnenstr. Nord,52.5506286621094,13.3839168548584,Entire home/apt,80,2,0,1,93
29538986,10380615,Marcella,Pankow,Prenzlauer Berg Nordwest,52.5529403686523,13.4056110382080,Entire home/apt,80,4,0,1,15
29092941,8976459,Marcio,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4898185729980,13.3955125808716,Entire home/apt,80,1,3,1,32
28373337,214215858,Marco,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5122795104980,13.4585456848145,Entire home/apt,80,1,8,1,11
7229822,253523,Mareike,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5038375854492,13.4182996749878,Entire home/apt,80,3,5,1,0
7578366,13117028,Mareke,Pankow,Helmholtzplatz,52.5406837463379,13.4151468276978,Entire home/apt,80,4,3,1,0
23449933,35612256,Maren,Neukölln,Neuköllner Mitte/Zentrum,52.4700164794922,13.4353961944580,Entire home/apt,80,21,0,2,0
795924,2480274,Marfisa,Pankow,Helmholtzplatz,52.5420303344727,13.4142217636108,Entire home/apt,80,22,0,2,0
16777646,23042311,Maria,Mitte,Alexanderplatz,52.5239677429199,13.3860454559326,Entire home/apt,80,4,55,5,223
21628704,3377134,Maria,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4807052612305,13.3210220336914,Entire home/apt,80,2,6,1,86
25065737,9076671,Maria,Neukölln,Reuterstraße,52.4912490844727,13.4326219558716,Private room,80,1,1,1,35
27870047,8676237,Maria,Pankow,Pankow Zentrum,52.5635452270508,13.3949899673462,Private room,80,3,0,1,6
29814822,211054585,Maria,Tempelhof - Schöneberg,Schöneberg-Nord,52.4945068359375,13.3490772247314,Entire home/apt,80,2,0,2,90
16550598,108955684,Marie,Lichtenberg,Frankfurter Allee Süd,52.5104141235352,13.4767980575562,Private room,80,10,3,2,0
18870646,54963541,Marina,Lichtenberg,Neu Lichtenberg,52.5065383911133,13.4780750274658,Entire home/apt,80,1,11,1,0
29826161,224352430,Marina,Charlottenburg-Wilm.,Schloß Charlottenburg,52.5174293518066,13.2957239151001,Entire home/apt,80,10,0,1,171
22256655,677856,Mario,Pankow,Prenzlauer Berg Nordwest,52.5528259277344,13.4112815856934,Entire home/apt,80,5,0,2,0
23649031,20016080,Mario,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5079345703125,13.4696693420410,Entire home/apt,80,2,12,1,316
2673334,13588225,Marisa,Pankow,Prenzlauer Berg Nordwest,52.5538673400879,13.4073524475098,Entire home/apt,80,1,0,1,34
19391301,6019615,Marlen,Tempelhof - Schöneberg,Schöneberg-Nord,52.4974479675293,13.3449697494507,Entire home/apt,80,3,44,1,312
7195329,674978,Marlon,Neukölln,Rixdorf,52.4741363525391,13.4491996765137,Entire home/apt,80,1,209,1,243
12960436,65640956,Marlon,Mitte,Alexanderplatz,52.5083160400391,13.4242200851440,Private room,80,2,1,2,0
16237850,6135278,Marta,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4904479980469,13.4090900421143,Entire home/apt,80,3,1,1,0
26242714,197227115,Martha,Pankow,Pankow Süd,52.5681648254395,13.4199705123901,Entire home/apt,80,4,4,1,360
1448533,7774275,Martin,Mitte,Wedding Zentrum,52.5515708923340,13.3739814758301,Entire home/apt,80,3,174,1,80
17838393,9495287,Martin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5162353515625,13.4739179611206,Entire home/apt,80,4,3,1,0
17899087,122638142,Martin & Charley,Mitte,Moabit West,52.5281105041504,13.3419628143311,Entire home/apt,80,2,4,1,0
21640803,37045055,Marvin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4858131408691,13.3852739334106,Entire home/apt,80,2,6,1,0
23387813,174359699,Mary,Pankow,Prenzlauer Berg Nordwest,52.5506248474121,13.4076328277588,Entire home/apt,80,2,6,1,57
18906896,493505,Mascha,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.4995422363281,13.4618482589722,Entire home/apt,80,8,5,1,173
20905239,73502259,Matthew,Mitte,Osloer Straße,52.5633010864258,13.3937406539917,Entire home/apt,80,2,0,1,0
12319085,5403913,Matthias,Mitte,Brunnenstr. Süd,52.5333328247070,13.3933048248291,Entire home/apt,80,3,28,1,13
12563142,68033159,Matthieu,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5231285095215,13.4476861953735,Private room,80,1,11,1,331
19698348,8418039,Matti,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4957313537598,13.3950958251953,Private room,80,2,6,1,33
11119527,57769991,Max,Pankow,Helmholtzplatz,52.5424499511719,13.4175386428833,Entire home/apt,80,3,37,1,0
4666624,7692124,Maximilian,Tempelhof - Schöneberg,Schöneberg-Süd,52.4906730651855,13.3387928009033,Entire home/apt,80,3,1,1,0
20402136,20525055,Maximilian,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5081672668457,13.4606666564941,Entire home/apt,80,2,6,1,0
24095551,1820369,Melanie,Lichtenberg,Malchow- Wartenberg und Falkenberg,52.5709342956543,13.5565195083618,Entire home/apt,80,7,3,1,24
28908397,147400872,Melanie,Reinickendorf,Nord 1,52.6266860961914,13.3307886123657,Entire home/apt,80,2,0,1,67
17948576,105733541,Melina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5095748901367,13.4718999862671,Entire home/apt,80,3,3,1,0
23564323,42195707,Miao,Mitte,Moabit Ost,52.5233116149902,13.3583927154541,Private room,80,2,1,2,59
25558028,175654535,Miao,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5114631652832,13.4738922119141,Entire home/apt,80,3,8,2,81
26525108,67712708,Micha,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5228538513184,13.4535379409790,Entire home/apt,80,1,0,1,163
6310519,32827668,Michael,Tempelhof - Schöneberg,Schöneberg-Nord,52.4944763183594,13.3556556701660,Entire home/apt,80,1,0,1,0
23641192,22852674,Michael,Neukölln,Schillerpromenade,52.4694442749023,13.4284458160400,Entire home/apt,80,60,0,1,173
28972826,218379562,Michael,Pankow,Karow,52.6146774291992,13.4931001663208,Entire home/apt,80,3,1,1,8
13587828,36792790,Michaela,Mitte,Parkviertel,52.5448722839355,13.3484201431274,Entire home/apt,80,4,1,1,0
23339442,8723577,Michaela,Pankow,Blankenburg/Heinersdorf/Märchenland,52.5635147094727,13.4274768829346,Entire home/apt,80,7,6,1,0
14664026,2076430,Miguel,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5024871826172,13.4189558029175,Entire home/apt,80,1,5,1,0
25822501,190425845,Mila,Tempelhof - Schöneberg,Mariendorf,52.4465560913086,13.3867454528809,Private room,80,1,3,1,90
20434477,142216339,Milan,Pankow,Helmholtzplatz,52.5398292541504,13.4204530715942,Entire home/apt,80,3,2,1,310
5069168,26176799,Mirsad,Pankow,Prenzlauer Berg Südwest,52.5296630859375,13.4107999801636,Private room,80,3,0,1,14
1800247,9235826,Monika,Charlottenburg-Wilm.,Grunewald,52.4963264465332,13.2807798385620,Entire home/apt,80,92,1,2,364
3543314,17837116,Muriel,Pankow,Pankow Zentrum,52.5664367675781,13.3983602523804,Entire home/apt,80,1,3,2,0
24936568,7235784,Myra,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5010490417480,13.4177522659302,Entire home/apt,80,4,3,1,0
7486826,21353180,Nadine,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4917869567871,13.4159936904907,Entire home/apt,80,1,0,1,0
23645578,4618658,Namy,Mitte,Brunnenstr. Süd,52.5336418151855,13.4048357009888,Entire home/apt,80,4,4,1,0
20943832,135973285,Naomi,Mitte,Alexanderplatz,52.5323905944824,13.3797235488892,Entire home/apt,80,3,66,6,304
13711603,80069135,Natalia,Pankow,Prenzlauer Berg Ost,52.5352249145508,13.4381513595581,Entire home/apt,80,3,127,1,102
10897136,56375778,Natalie,Mitte,Alexanderplatz,52.5313224792480,13.3802785873413,Entire home/apt,80,7,12,1,0
27650300,63756766,Nebil,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5002326965332,13.3887405395508,Private room,80,3,1,1,0
21388766,83610707,Nele,Pankow,Helmholtzplatz,52.5425376892090,13.4214153289795,Entire home/apt,80,2,0,1,0
3830494,19717546,Nico,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5085754394531,13.4676246643066,Private room,80,3,11,1,85
7767094,40850461,Nicola,Neukölln,Reuterstraße,52.4853363037109,13.4290256500244,Entire home/apt,80,2,3,1,0
21398402,5817421,Nicolas,Neukölln,Rixdorf,52.4796447753906,13.4452457427979,Entire home/apt,80,3,10,1,3
21627714,157353641,Nicolas,Tempelhof - Schöneberg,Schöneberg-Süd,52.4838600158691,13.3607883453369,Entire home/apt,80,3,5,1,0
23385840,16250769,Nicolas,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4962501525879,13.4441308975220,Private room,80,7,0,1,22
19599858,14125902,Nicole,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4941368103027,13.4361171722412,Entire home/apt,80,2,13,1,310
20849954,8407952,Nicole,Pankow,Prenzlauer Berg Südwest,52.5350608825684,13.4218215942383,Entire home/apt,80,7,12,1,19
7275279,38090896,Nina,Pankow,Prenzlauer Berg Südwest,52.5400161743164,13.4084682464600,Entire home/apt,80,3,5,1,0
14667530,8851593,Nina,Pankow,Prenzlauer Berg Südwest,52.5338439941406,13.4093322753906,Entire home/apt,80,3,32,1,299
21078572,18400678,Nina,Treptow - Köpenick,Baumschulenweg,52.4668693542480,13.4922151565552,Entire home/apt,80,2,0,1,0
23107238,2311539,Noam,Neukölln,Reuterstraße,52.4930992126465,13.4295015335083,Entire home/apt,80,4,0,1,0
7609649,19666549,Noam Enrio,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5157470703125,13.4556760787964,Private room,80,25,15,1,90
6456411,33716387,Olaf,Pankow,Pankow Süd,52.5553779602051,13.4185123443604,Entire home/apt,80,5,6,1,0
28776573,207062664,Olaf,Pankow,Prenzlauer Berg Nordwest,52.5444412231445,13.4118537902832,Private room,80,1,0,7,256
19715617,40056528,Olga,Pankow,Helmholtzplatz,52.5462493896484,13.4155845642090,Entire home/apt,80,2,14,1,0
38296,164310,Oliver,Neukölln,Schillerpromenade,52.4858627319336,13.4236192703247,Entire home/apt,80,10,6,1,310
507671,1471309,Ori,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4947166442871,13.4270734786987,Entire home/apt,80,2,45,1,293
25854213,194252369,Oscar,Mitte,Alexanderplatz,52.5283660888672,13.4086055755615,Entire home/apt,80,2,6,1,114
72079,261488,P. Charlotte,Charlottenburg-Wilm.,Kantstraße,52.5078048706055,13.3187074661255,Entire home/apt,80,3,37,2,349
23921001,7400141,Pascale,Neukölln,Schillerpromenade,52.4756698608398,13.4219436645508,Entire home/apt,80,3,1,2,310
24673846,186457464,Patrizia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5042839050293,13.4545402526855,Private room,80,2,12,1,332
21672718,46054305,Paul,Neukölln,Neuköllner Mitte/Zentrum,52.4652099609375,13.4347677230835,Entire home/apt,80,2,23,1,6
22145927,25673750,Paul,Mitte,Tiergarten Süd,52.5016136169434,13.3630790710449,Entire home/apt,80,2,0,1,0
26680304,115672048,Paul,Charlottenburg-Wilm.,Kantstraße,52.5113182067871,13.3140249252319,Private room,80,1,12,1,5
14804266,86679881,Paul & Jana,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4931602478027,13.4019145965576,Entire home/apt,80,2,137,1,25
19656828,4329285,Paula,Pankow,Pankow Zentrum,52.5729522705078,13.4115648269653,Entire home/apt,80,5,6,1,67
23126353,171852467,Paulina,Mitte,Brunnenstr. Süd,52.5370140075684,13.3980226516724,Entire home/apt,80,3,7,1,17
2290848,11702120,Pavlica,Mitte,Alexanderplatz,52.5261688232422,13.4116191864014,Entire home/apt,80,4,13,1,0
17308345,53459732,Pawel,Steglitz - Zehlendorf,Zehlendorf  Nord,52.4595870971680,13.3034515380859,Entire home/apt,80,1,89,2,61
3163841,3423602,Philipp,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5093078613281,13.4581995010376,Entire home/apt,80,3,11,1,0
15651482,101007308,Philipp,Pankow,Prenzlauer Berg Nordwest,52.5519294738770,13.4015550613403,Entire home/apt,80,2,28,1,323
21073105,4416162,Philipp,Pankow,Prenzlauer Berg Südwest,52.5373229980469,13.4213857650757,Entire home/apt,80,3,11,1,0
22217359,162345707,Philipp,Mitte,Parkviertel,52.5605697631836,13.3328418731689,Entire home/apt,80,2,2,1,0
11118444,2209550,Pola,Pankow,Prenzlauer Berg Süd,52.5328445434570,13.4242258071899,Private room,80,2,1,1,0
5492749,783178,Raphael,Charlottenburg-Wilm.,Kantstraße,52.5074844360352,13.3027696609497,Entire home/apt,80,2,79,2,324
2363643,1581872,Raus,Pankow,Prenzlauer Berg Südwest,52.5389251708984,13.4094619750977,Private room,80,5,78,1,31
1452082,7791153,Regina,Pankow,Prenzlauer Berg Südwest,52.5397911071777,13.4073438644409,Entire home/apt,80,5,5,1,341
22475340,150446182,Renato,Mitte,Tiergarten Süd,52.5030632019043,13.3531589508057,Entire home/apt,80,2,14,1,7
19030002,132796421,Rene,Pankow,Prenzlauer Berg Nordwest,52.5518836975098,13.4029226303101,Entire home/apt,80,3,5,1,0
27945114,189671234,Revital,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4897613525391,13.3233127593994,Entire home/apt,80,10,3,1,341
20164939,1719111,Ridvan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4915046691895,13.4166173934937,Entire home/apt,80,7,10,1,7
16010259,104095899,Ringo,Pankow,Pankow Süd,52.5549545288086,13.4196691513062,Entire home/apt,80,2,31,1,80
8353087,41276462,Robert,Pankow,Pankow Zentrum,52.5738220214844,13.4096803665161,Entire home/apt,80,5,5,1,147
12967814,41119131,Robert,Mitte,Moabit Ost,52.5231933593750,13.3521699905396,Private room,80,1,220,3,293
4468728,23185095,Roman,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5035476684570,13.4173431396484,Private room,80,1,1,1,0
7476587,10830211,Ron,Pankow,Pankow Süd,52.5549011230469,13.4167585372925,Entire home/apt,80,3,128,2,269
20097710,2647215,Ron,Neukölln,Reuterstraße,52.4820327758789,13.4374437332153,Entire home/apt,80,5,5,1,0
27923874,61670258,S,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4935340881348,13.3906850814819,Private room,80,1,0,1,0
1555527,8275825,Sabina,Pankow,Prenzlauer Berg Nord,52.5486106872559,13.4263238906860,Entire home/apt,80,7,5,1,0
25241659,8598399,Sabine,Mitte,Moabit Ost,52.5302238464355,13.3454856872559,Entire home/apt,80,2,11,1,4
7251254,16603309,Sabrina,Mitte,Moabit Ost,52.5328903198242,13.3508062362671,Entire home/apt,80,7,5,1,0
11855425,46720447,Sadi,Tempelhof - Schöneberg,Schöneberg-Nord,52.5004386901855,13.3461084365845,Entire home/apt,80,2,39,2,162
29705786,223536096,Samer,Mitte,Alexanderplatz,52.5366859436035,13.3742074966431,Entire home/apt,80,1,1,1,40
24038194,3138447,Sani,Mitte,Alexanderplatz,52.5278434753418,13.3980989456177,Private room,80,3,4,1,0
3937211,2088694,Sarah,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4792289733887,13.3314018249512,Entire home/apt,80,2,3,1,0
6635677,3031275,Sarah,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5174446105957,13.4656610488892,Entire home/apt,80,2,58,1,5
26767873,3282971,Sarah,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.4998703002930,13.4275255203247,Entire home/apt,80,3,0,1,0
29699045,223463609,Sarah,Lichtenberg,Neu Lichtenberg,52.5028686523438,13.4914102554321,Entire home/apt,80,2,0,1,17
22443796,18179451,Sarina,Neukölln,Rixdorf,52.4712486267090,13.4426317214966,Private room,80,3,1,1,0
2227536,852221,Sebastian,Neukölln,Reuterstraße,52.4939498901367,13.4266710281372,Entire home/apt,80,3,16,1,83
7855247,24661316,Sebastian,Mitte,Brunnenstr. Süd,52.5301551818848,13.4027261734009,Entire home/apt,80,3,8,1,0
22376885,26152106,Sebastian,Pankow,Prenzlauer Berg Südwest,52.5300979614258,13.4069738388062,Entire home/apt,80,3,11,1,0
22963259,13560573,Sebastian,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.4998397827148,13.4277772903442,Private room,80,7,0,1,311
26279119,118232287,Sebastian,Neukölln,Schillerpromenade,52.4698371887207,13.4271030426025,Entire home/apt,80,3,5,1,0
17162543,3760064,Sebrina & Alex,Tempelhof - Schöneberg,Schöneberg-Süd,52.4852180480957,13.3662738800049,Entire home/apt,80,5,7,1,0
20344931,144935691,Senta,Tempelhof - Schöneberg,Friedenau,52.4672317504883,13.3291015625000,Entire home/apt,80,5,0,1,0
27649100,173692390,Sibo,Mitte,Brunnenstr. Süd,52.5345497131348,13.3794908523560,Entire home/apt,80,2,7,1,0
11287461,58972850,Silke,Tempelhof - Schöneberg,Schöneberg-Nord,52.4910316467285,13.3686418533325,Entire home/apt,80,3,10,3,351
14018207,20806588,Silke,Neukölln,Reuterstraße,52.4911384582520,13.4332895278931,Entire home/apt,80,2,3,1,0
26485469,199184664,Silvia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5068054199219,13.4574747085571,Entire home/apt,80,1,5,1,239
19637104,78778901,Simon,Neukölln,Rixdorf,52.4730796813965,13.4435682296753,Private room,80,2,5,4,0
19629528,396953,Simone & Stefan,Tempelhof - Schöneberg,Schöneberg-Süd,52.4859237670898,13.3732910156250,Entire home/apt,80,2,11,2,0
27674562,6650021,Snowy,Pankow,Prenzlauer Berg Nordwest,52.5548744201660,13.4139957427979,Entire home/apt,80,2,1,3,0
18543905,79312888,Songül,Mitte,Wedding Zentrum,52.5406341552734,13.3519601821899,Entire home/apt,80,2,28,2,344
5166273,26721691,Sonja,Pankow,Pankow Süd,52.5677375793457,13.4241676330566,Entire home/apt,80,3,6,1,0
19166060,123126395,Sonja,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5032653808594,13.4261293411255,Private room,80,3,12,1,4
25308488,1577239,Sonja,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4919319152832,13.4039392471313,Entire home/apt,80,1,12,1,0
2545280,6009242,Sophie,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4958496093750,13.4202461242676,Entire home/apt,80,1,0,1,0
8639040,4727692,Sophie,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4906501770020,13.4147415161133,Entire home/apt,80,5,0,1,0
9502398,10499538,Sophie,Mitte,Alexanderplatz,52.5245018005371,13.4096632003784,Entire home/apt,80,7,1,1,0
13166569,5452247,Stefan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4947280883789,13.3936576843262,Private room,80,2,97,2,151
29274055,93918132,Stefan,Tempelhof - Schöneberg,Schöneberg-Nord,52.5014839172363,13.3554515838623,Entire home/apt,80,1,0,1,36
10079685,51720664,Stefanie,Pankow,Prenzlauer Berg Nordwest,52.5510826110840,13.4002408981323,Entire home/apt,80,1,0,1,0
12635164,26419102,Stefanie,Treptow - Köpenick,Alt  Treptow,52.4925308227539,13.4460935592651,Entire home/apt,80,4,0,1,0
19843409,140276082,Stefanie,Mitte,Alexanderplatz,52.5124397277832,13.4057350158691,Entire home/apt,80,4,6,1,36
22672844,86313789,Steffen,Tempelhof - Schöneberg,Schöneberg-Süd,52.4795455932617,13.3616886138916,Entire home/apt,80,3,1,1,0
19669658,9146468,Stephan,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5258255004883,13.4300050735474,Entire home/apt,80,4,3,1,0
21807122,8044170,Stephan & Adele,Pankow,Prenzlauer Berg Südwest,52.5400161743164,13.4170866012573,Entire home/apt,80,4,9,2,2
1076187,5921211,Stephanie & Ben,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5067405700684,13.4645051956177,Entire home/apt,80,90,21,1,212
9775240,4390181,Stephie,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4892768859863,13.3973722457886,Entire home/apt,80,7,5,1,0
1337778,7254664,Sunny,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5102043151855,13.4530038833618,Entire home/apt,80,6,2,1,0
3627070,8677280,Susanna,Neukölln,Reuterstraße,52.4938583374023,13.4256544113159,Entire home/apt,80,2,12,1,0
22306678,163065208,Susanne,Pankow,Pankow Süd,52.5609207153320,13.4155044555664,Private room,80,3,5,1,6
14479188,54093691,Svea,Neukölln,Rixdorf,52.4732055664062,13.4480085372925,Private room,80,2,20,1,125
23673191,2227882,Sydney,Mitte,Brunnenstr. Nord,52.5478782653809,13.3963375091553,Entire home/apt,80,2,1,1,3
20092371,1210739,TRIO Apartment Hotel,Marzahn - Hellersdorf,Marzahn-Süd,52.5195121765137,13.5265760421753,Entire home/apt,80,3,10,17,168
25535514,1210739,TRIO Apartment Hotel,Marzahn - Hellersdorf,Marzahn-Süd,52.5193901062012,13.5265216827393,Entire home/apt,80,1,8,17,354
25566800,1210739,TRIO Apartment Hotel,Marzahn - Hellersdorf,Marzahn-Süd,52.5190696716309,13.5251550674438,Entire home/apt,80,1,0,17,354
29620734,1210739,TRIO Apartment Hotel,Marzahn - Hellersdorf,Marzahn-Süd,52.5200691223145,13.5251207351685,Entire home/apt,80,1,0,17,354
5372443,15189044,Teis,Neukölln,Reuterstraße,52.4871177673340,13.4314775466919,Entire home/apt,80,2,5,1,0
11868459,452231,Teresa,Pankow,Prenzlauer Berg Südwest,52.5350036621094,13.4215669631958,Entire home/apt,80,1,2,1,0
18133312,27034033,Teresa,Treptow - Köpenick,Alt  Treptow,52.4910926818848,13.4454069137573,Entire home/apt,80,2,11,1,0
21116515,5217997,Teresa,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5096893310547,13.4596567153931,Private room,80,1,5,2,0
20787842,78670151,Theresa,Pankow,Prenzlauer Berg Süd,52.5376243591309,13.4293975830078,Entire home/apt,80,2,1,1,0
8537772,21697870,Tim,Tempelhof - Schöneberg,Friedenau,52.4741859436035,13.3214740753174,Entire home/apt,80,2,125,1,282
19449472,136376910,Tima,Mitte,Alexanderplatz,52.5256919860840,13.4055051803589,Entire home/apt,80,5,0,1,0
7837457,17606282,Timo,Spandau,Brunsbütteler Damm,52.5292396545410,13.1739931106567,Entire home/apt,80,3,16,1,361
16681373,5218816,Timo,Mitte,Brunnenstr. Nord,52.5462265014648,13.3904542922974,Entire home/apt,80,3,2,2,0
20152963,18754856,Tina,Pankow,Helmholtzplatz,52.5459709167480,13.4218053817749,Entire home/apt,80,5,8,1,25
16630402,2681945,Tine,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4899635314941,13.4022827148438,Entire home/apt,80,6,2,1,0
2146646,10958182,Titus,Reinickendorf,West 4,52.5674476623535,13.3140869140625,Entire home/apt,80,14,0,1,0
8710838,45723329,Tobias,Pankow,Prenzlauer Berg Nord,52.5501937866211,13.4173507690430,Entire home/apt,80,1,0,1,0
6541306,6944715,Tom,Pankow,Prenzlauer Berg Südwest,52.5330352783203,13.4104347229004,Entire home/apt,80,4,37,1,45
7300526,33282352,Toni,Mitte,Brunnenstr. Süd,52.5376205444336,13.3994302749634,Shared room,80,3,36,1,92
854315,4461607,Torsten,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5165672302246,13.4621620178223,Entire home/apt,80,90,40,2,304
24618866,39618235,Ulf,Mitte,Brunnenstr. Nord,52.5470199584961,13.3977041244507,Entire home/apt,80,4,18,4,131
26806815,16011290,Ulrich,Pankow,Prenzlauer Berg Nord,52.5504112243652,13.4246358871460,Entire home/apt,80,5,1,1,37
28673841,47779600,Urs Und Ila,Pankow,Prenzlauer Berg Süd,52.5323677062988,13.4236526489258,Entire home/apt,80,62,0,13,179
24991144,133373397,Uscher,Neukölln,Neuköllner Mitte/Zentrum,52.4705810546875,13.4360713958740,Entire home/apt,80,2,23,1,264
9063682,4057507,Uwe,Pankow,Helmholtzplatz,52.5444526672363,13.4201726913452,Entire home/apt,80,4,41,4,33
10916382,56582092,Uwe,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4865493774414,13.3918581008911,Private room,80,1,0,1,0
17708104,8012392,V,Mitte,Brunnenstr. Süd,52.5320816040039,13.4002790451050,Entire home/apt,80,1,0,1,0
5330513,10188428,Valentina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5199508666992,13.4615945816040,Entire home/apt,80,4,57,2,26
4578940,13018042,Vanessa,Neukölln,Neuköllner Mitte/Zentrum,52.4734611511230,13.4299592971802,Entire home/apt,80,7,1,1,0
21555837,19080417,Vanessa G,Neukölln,Schillerpromenade,52.4706459045410,13.4213619232178,Entire home/apt,80,5,0,1,0
16839881,112104756,Veronika,Pankow,Prenzlauer Berg Südwest,52.5391883850098,13.4067220687866,Entire home/apt,80,3,5,3,0
26411928,42596030,Victoria,Pankow,Helmholtzplatz,52.5415496826172,13.4223155975342,Private room,80,1,0,3,35
28865281,217630998,Victoria,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5056457519531,13.4693231582642,Entire home/apt,80,1,6,1,57
57209,272286,Vilius,Mitte,Brunnenstr. Süd,52.5368309020996,13.3989667892456,Entire home/apt,80,3,160,1,264
6561278,15606243,Vivian,Tempelhof - Schöneberg,Schöneberg-Nord,52.4966697692871,13.3486642837524,Entire home/apt,80,90,27,1,364
2574193,13181498,Vivien,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5005378723145,13.4369678497314,Entire home/apt,80,7,3,1,67
541020,2659582,Vladyslav,Charlottenburg-Wilm.,Neue Kantstraße,52.4995155334473,13.3021116256714,Entire home/apt,80,4,15,3,0
541288,2659582,Vladyslav,Steglitz - Zehlendorf,Albrechtstr.,52.4499130249023,13.3482780456543,Entire home/apt,80,4,3,3,0
750494,2659582,Vladyslav,Mitte,Moabit Ost,52.5227622985840,13.3556556701660,Private room,80,1,2,3,0
26563956,11730590,Ward,Neukölln,Rixdorf,52.4770355224609,13.4426193237305,Entire home/apt,80,2,1,1,0
20004811,141981627,Wenke,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4918975830078,13.4342231750488,Entire home/apt,80,5,2,2,0
14089858,84748525,Wera,Mitte,Regierungsviertel,52.5112190246582,13.3983039855957,Entire home/apt,80,2,51,1,224
